Date,Hr_End,RT_Demand,Dry_Bulb,Dew_Point,Dry_BulbSQ,Dew_PointSQ,Dry_BulbCube,Dew_PointCube
3/25/20,3,974.85,29,26,841,676,24389,17576
3/25/20,4,978.35,29,25,841,625,24389,15625
3/25/20,5,1010.87,30,25,900,625,27000,15625
3/25/20,6,1093.04,31,25,961,625,29791,15625
3/25/20,7,1210.74,31,26,961,676,29791,17576
3/25/20,8,1302.67,29,25,841,625,24389,15625
3/25/20,9,1353.83,33,26,1089,676,35937,17576
3/25/20,10,1357.7,37,24,1369,576,50653,13824
3/25/20,11,1347.04,40,24,1600,576,64000,13824
3/25/20,12,1355.5,42,24,1764,576,74088,13824
3/25/20,13,1362.36,43,26,1849,676,79507,17576
3/25/20,14,1346.42,43,26,1849,676,79507,17576
3/25/20,15,1317.84,43,26,1849,676,79507,17576
3/25/20,16,1301.24,43,25,1849,625,79507,15625
3/25/20,17,1322.93,43,25,1849,625,79507,15625
3/25/20,18,1374.14,42,27,1764,729,74088,19683
3/25/20,19,1385.85,41,26,1681,676,68921,17576
3/25/20,20,1391.72,40,26,1600,676,64000,17576
3/25/20,21,1325.34,38,27,1444,729,54872,19683
3/25/20,22,1230.85,37,27,1369,729,50653,19683
3/25/20,23,1133.48,36,27,1296,729,46656,19683
3/25/20,24,1051.14,35,28,1225,784,42875,21952
3/26/20,1,1001.88,33,27,1089,729,35937,19683
3/26/20,2,975.08,32,27,1024,729,32768,19683
3/26/20,3,963.74,31,27,961,729,29791,19683
3/26/20,4,969.97,30,26,900,676,27000,17576
3/26/20,5,1005.87,30,27,900,729,27000,19683
3/26/20,6,1092.74,26,23,676,529,17576,12167
3/26/20,7,1212.79,26,23,676,529,17576,12167
3/26/20,8,1299.6,25,22,625,484,15625,10648
3/26/20,9,1325.61,31,27,961,729,29791,19683
3/26/20,10,1310.41,35,28,1225,784,42875,21952
3/26/20,11,1294.4,40,25,1600,625,64000,15625
3/26/20,12,1279.5,44,24,1936,576,85184,13824
3/26/20,13,1257.43,46,24,2116,576,97336,13824
3/26/20,14,1227.18,48,22,2304,484,110592,10648
3/26/20,15,1195.08,51,22,2601,484,132651,10648
3/26/20,16,1181.34,52,23,2704,529,140608,12167
3/26/20,17,1201.8,53,24,2809,576,148877,13824
3/26/20,18,1255.16,55,26,3025,676,166375,17576
3/26/20,19,1294.37,53,26,2809,676,148877,17576
3/26/20,20,1321.52,51,26,2601,676,132651,17576
3/26/20,21,1269.8,49,26,2401,676,117649,17576
3/26/20,22,1179.25,46,26,2116,676,97336,17576
3/26/20,23,1087.42,44,26,1936,676,85184,17576
3/26/20,24,1005.41,43,25,1849,625,79507,15625
3/27/20,1,951.15,42,24,1764,576,74088,13824
3/27/20,2,920.35,41,25,1681,625,68921,15625
3/27/20,3,904.37,42,26,1764,676,74088,17576
3/27/20,4,906.69,42,27,1764,729,74088,19683
3/27/20,5,935.79,39,28,1521,784,59319,21952
3/27/20,6,1010.74,36,29,1296,841,46656,24389
3/27/20,7,1118.42,37,30,1369,900,50653,27000
3/27/20,8,1205.84,43,32,1849,1024,79507,32768
3/27/20,9,1244.98,44,30,1936,900,85184,27000
3/27/20,10,1240.5,46,28,2116,784,97336,21952
3/27/20,11,1232.99,48,27,2304,729,110592,19683
3/27/20,12,1231,51,27,2601,729,132651,19683
3/27/20,13,1213.13,54,26,2916,676,157464,17576
3/27/20,14,1187.58,56,24,3136,576,175616,13824
3/27/20,15,1155.64,58,22,3364,484,195112,10648
3/27/20,16,1136.86,57,17,3249,289,185193,4913
3/27/20,17,1154.82,58,16,3364,256,195112,4096
3/27/20,18,1210.2,56,12,3136,144,175616,1728
3/27/20,19,1240.67,55,16,3025,256,166375,4096
3/27/20,20,1264.99,52,17,2704,289,140608,4913
3/27/20,21,1224.59,48,18,2304,324,110592,5832
3/27/20,22,1144,46,19,2116,361,97336,6859
3/27/20,23,1060.08,41,20,1681,400,68921,8000
3/27/20,24,982.81,42,17,1764,289,74088,4913
3/28/20,1,928.35,41,18,1681,324,68921,5832
3/28/20,2,901.32,32,22,1024,484,32768,10648
3/28/20,3,890.31,30,20,900,400,27000,8000
3/28/20,4,892.33,27,19,729,361,19683,6859
3/28/20,5,913,26,19,676,361,17576,6859
3/28/20,6,956.97,25,19,625,361,15625,6859
3/28/20,7,1015.94,26,20,676,400,17576,8000
3/28/20,8,1072.36,25,20,625,400,15625,8000
3/28/20,9,1116.67,29,24,841,576,24389,13824
3/28/20,10,1139.76,36,24,1296,576,46656,13824
3/28/20,11,1153.51,43,21,1849,441,79507,9261
3/28/20,12,1164.41,48,17,2304,289,110592,4913
3/28/20,13,1157.27,51,13,2601,169,132651,2197
3/28/20,14,1151.32,53,16,2809,256,148877,4096
3/28/20,15,1138.87,53,15,2809,225,148877,3375
3/28/20,16,1134.66,53,16,2809,256,148877,4096
3/28/20,17,1161.79,53,16,2809,256,148877,4096
3/28/20,18,1204.63,53,16,2809,256,148877,4096
3/28/20,19,1226.88,52,17,2704,289,140608,4913
3/28/20,20,1236.3,50,25,2500,625,125000,15625
3/28/20,21,1177.53,49,27,2401,729,117649,19683
3/28/20,22,1096.02,48,29,2304,841,110592,24389
3/28/20,23,1018.57,47,29,2209,841,103823,24389
3/28/20,24,944.05,46,30,2116,900,97336,27000
3/29/20,1,893.19,45,32,2025,1024,91125,32768
3/29/20,2,860.16,43,36,1849,1296,79507,46656
3/29/20,3,842.71,42,37,1764,1369,74088,50653
3/29/20,4,836.91,41,38,1681,1444,68921,54872
3/29/20,5,845.38,41,39,1681,1521,68921,59319
3/29/20,6,871.28,41,38,1681,1444,68921,54872
3/29/20,7,919.49,41,38,1681,1444,68921,54872
3/29/20,8,983.95,41,39,1681,1521,68921,59319
3/29/20,9,1078.08,41,39,1681,1521,68921,59319
3/29/20,10,1162.94,41,39,1681,1521,68921,59319
3/29/20,11,1232.09,42,39,1764,1521,74088,59319
3/29/20,12,1283.77,42,39,1764,1521,74088,59319
3/29/20,13,1319.39,41,38,1681,1444,68921,54872
3/29/20,14,1316.61,40,35,1600,1225,64000,42875
3/29/20,15,1305.58,38,33,1444,1089,54872,35937
3/29/20,16,1309.84,38,33,1444,1089,54872,35937
3/29/20,17,1341.59,37,33,1369,1089,50653,35937
3/29/20,18,1370.19,37,32,1369,1024,50653,32768
3/29/20,19,1351.99,37,33,1369,1089,50653,35937
3/29/20,20,1316.55,37,33,1369,1089,50653,35937
3/29/20,21,1240.94,37,33,1369,1089,50653,35937
3/29/20,22,1151.35,37,34,1369,1156,50653,39304
3/29/20,23,1071.75,37,34,1369,1156,50653,39304
3/29/20,24,998.65,35,33,1225,1089,42875,35937
3/30/20,1,951.62,35,33,1225,1089,42875,35937
3/30/20,2,923.13,36,33,1296,1089,46656,35937
3/30/20,3,910.17,36,33,1296,1089,46656,35937
3/30/20,4,916.72,35,33,1225,1089,42875,35937
3/30/20,5,949,35,33,1225,1089,42875,35937
3/30/20,6,1028.17,36,33,1296,1089,46656,35937
3/30/20,7,1147.29,35,32,1225,1024,42875,32768
3/30/20,8,1257.63,36,32,1296,1024,46656,32768
3/30/20,9,1332.86,35,33,1225,1089,42875,35937
3/30/20,10,1365.88,36,33,1296,1089,46656,35937
3/30/20,11,1384.37,38,34,1444,1156,54872,39304
3/30/20,12,1396.2,39,33,1521,1089,59319,35937
3/30/20,13,1401.17,40,35,1600,1225,64000,42875
3/30/20,14,1396.41,40,35,1600,1225,64000,42875
3/30/20,15,1372.59,40,36,1600,1296,64000,46656
3/30/20,16,1359.58,40,35,1600,1225,64000,42875
3/30/20,17,1380.61,39,35,1521,1225,59319,42875
3/30/20,18,1424.8,39,34,1521,1156,59319,39304
3/30/20,19,1419.44,38,34,1444,1156,54872,39304
3/30/20,20,1399.48,37,33,1369,1089,50653,35937
3/30/20,21,1327.97,36,32,1296,1024,46656,32768
3/30/20,22,1235.28,35,32,1225,1024,42875,32768
3/30/20,23,1136.79,35,32,1225,1024,42875,32768
3/30/20,24,1054.99,34,31,1156,961,39304,29791
3/31/20,1,999.92,34,31,1156,961,39304,29791
3/31/20,2,970.26,34,30,1156,900,39304,27000
3/31/20,3,954.97,33,30,1089,900,35937,27000
3/31/20,4,958.31,33,29,1089,841,35937,24389
3/31/20,5,989.87,33,29,1089,841,35937,24389
3/31/20,6,1068.33,32,29,1024,841,32768,24389
3/31/20,7,1179.99,32,29,1024,841,32768,24389
3/31/20,8,1269.65,32,29,1024,841,32768,24389
3/31/20,9,1320.13,33,29,1089,841,35937,24389
3/31/20,10,1329.27,34,28,1156,784,39304,21952
3/31/20,11,1313.26,38,26,1444,676,54872,17576
3/31/20,12,1295.96,39,24,1521,576,59319,13824
3/31/20,13,1275.01,42,24,1764,576,74088,13824
3/31/20,14,1245.47,45,25,2025,625,91125,15625
3/31/20,15,1209.12,47,23,2209,529,103823,12167
3/31/20,16,1187.25,49,23,2401,529,117649,12167
3/31/20,17,1206.62,49,23,2401,529,117649,12167
3/31/20,18,1267.88,50,25,2500,625,125000,15625
3/31/20,19,1299.78,49,24,2401,576,117649,13824
3/31/20,20,1331.4,43,27,1849,729,79507,19683
3/31/20,21,1295.86,38,27,1444,729,54872,19683
3/31/20,22,1206.59,34,27,1156,729,39304,19683
3/31/20,23,1116.61,32,26,1024,676,32768,17576
3/31/20,24,1038.05,31,25,961,625,29791,15625
4/1/20,1,1027.32,28,24,784,576,21952,13824
4/1/20,2,1004.43,27,24,729,576,19683,13824
4/1/20,3,994.7,27,23,729,529,19683,12167
4/1/20,4,1001.5,26,22,676,484,17576,10648
4/1/20,5,1035.57,22,20,484,400,10648,8000
4/1/20,6,1118.26,25,22,625,484,15625,10648
4/1/20,7,1230.19,25,22,625,484,15625,10648
4/1/20,8,1302.33,26,23,676,529,17576,12167
4/1/20,9,1331.64,31,26,961,676,29791,17576
4/1/20,10,1326.15,36,27,1296,729,46656,19683
4/1/20,11,1323.69,40,25,1600,625,64000,15625
4/1/20,12,1323.9,43,24,1849,576,79507,13824
4/1/20,13,1334.98,44,24,1936,576,85184,13824
4/1/20,14,1321.63,44,24,1936,576,85184,13824
4/1/20,15,1294.97,46,25,2116,625,97336,15625
4/1/20,16,1286.6,47,25,2209,625,103823,15625
4/1/20,17,1295.38,47,26,2209,676,103823,17576
4/1/20,18,1340.24,46,26,2116,676,97336,17576
4/1/20,19,1350.53,46,26,2116,676,97336,17576
4/1/20,20,1359.05,45,26,2025,676,91125,17576
4/1/20,21,1307.46,44,27,1936,729,85184,19683
4/1/20,22,1219.06,42,27,1764,729,74088,19683
4/1/20,23,1123.98,41,27,1681,729,68921,19683
4/1/20,24,1041.46,40,27,1600,729,64000,19683
4/2/20,1,983.12,39,28,1521,784,59319,21952
4/2/20,2,953.02,39,28,1521,784,59319,21952
4/2/20,3,939.28,39,28,1521,784,59319,21952
4/2/20,4,943.92,39,29,1521,841,59319,24389
4/2/20,5,975.89,38,29,1444,841,54872,24389
4/2/20,6,1053.26,38,30,1444,900,54872,27000
4/2/20,7,1161.04,38,29,1444,841,54872,24389
4/2/20,8,1262.19,38,30,1444,900,54872,27000
4/2/20,9,1325.9,38,31,1444,961,54872,29791
4/2/20,10,1347.07,39,32,1521,1024,59319,32768
4/2/20,11,1354.44,40,32,1600,1024,64000,32768
4/2/20,12,1364.13,42,35,1764,1225,74088,42875
4/2/20,13,1365.96,45,33,2025,1089,91125,35937
4/2/20,14,1359.31,43,32,1849,1024,79507,32768
4/2/20,15,1341.22,44,33,1936,1089,85184,35937
4/2/20,16,1335.91,44,33,1936,1089,85184,35937
4/2/20,17,1366.51,42,34,1764,1156,74088,39304
4/2/20,18,1418.12,40,35,1600,1225,64000,42875
4/2/20,19,1416.19,39,34,1521,1156,59319,39304
4/2/20,20,1389.31,39,34,1521,1156,59319,39304
4/2/20,21,1327.68,38,33,1444,1089,54872,35937
4/2/20,22,1234.07,38,34,1444,1156,54872,39304
4/2/20,23,1138.31,38,34,1444,1156,54872,39304
4/2/20,24,1052.08,38,34,1444,1156,54872,39304
4/3/20,1,998.29,38,35,1444,1225,54872,42875
4/3/20,2,965.19,38,35,1444,1225,54872,42875
4/3/20,3,947.9,38,36,1444,1296,54872,46656
4/3/20,4,946.53,39,36,1521,1296,59319,46656
4/3/20,5,970.49,39,37,1521,1369,59319,50653
4/3/20,6,1040.64,40,38,1600,1444,64000,54872
4/3/20,7,1144.38,41,38,1681,1444,68921,54872
4/3/20,8,1244.15,42,40,1764,1600,74088,64000
4/3/20,9,1310.05,44,41,1936,1681,85184,68921
4/3/20,10,1342.47,45,41,2025,1681,91125,68921
4/3/20,11,1363.35,46,41,2116,1681,97336,68921
4/3/20,12,1372.37,46,43,2116,1849,97336,79507
4/3/20,13,1373.42,47,43,2209,1849,103823,79507
4/3/20,14,1354.52,47,43,2209,1849,103823,79507
4/3/20,15,1322.04,47,42,2209,1764,103823,74088
4/3/20,16,1298.19,48,41,2304,1681,110592,68921
4/3/20,17,1308.82,47,41,2209,1681,103823,68921
4/3/20,18,1346.22,48,41,2304,1681,110592,68921
4/3/20,19,1343.28,46,41,2116,1681,97336,68921
4/3/20,20,1325.66,46,41,2116,1681,97336,68921
4/3/20,21,1263.96,46,41,2116,1681,97336,68921
4/3/20,22,1176.98,45,41,2025,1681,91125,68921
4/3/20,23,1090.84,45,41,2025,1681,91125,68921
4/3/20,24,1008.55,44,41,1936,1681,85184,68921
4/4/20,1,948.1,44,39,1936,1521,85184,59319
4/4/20,2,912.16,43,39,1849,1521,79507,59319
4/4/20,3,893.37,42,38,1764,1444,74088,54872
4/4/20,4,888.21,42,36,1764,1296,74088,46656
4/4/20,5,897.86,41,36,1681,1296,68921,46656
4/4/20,6,935.82,40,34,1600,1156,64000,39304
4/4/20,7,989.4,40,35,1600,1225,64000,42875
4/4/20,8,1046.68,40,34,1600,1156,64000,39304
4/4/20,9,1104.27,41,34,1681,1156,68921,39304
4/4/20,10,1144.53,43,34,1849,1156,79507,39304
4/4/20,11,1152.75,45,35,2025,1225,91125,42875
4/4/20,12,1147.89,48,35,2304,1225,110592,42875
4/4/20,13,1130.25,51,35,2601,1225,132651,42875
4/4/20,14,1111.86,53,35,2809,1225,148877,42875
4/4/20,15,1098,56,35,3136,1225,175616,42875
4/4/20,16,1100.31,56,34,3136,1156,175616,39304
4/4/20,17,1124.76,55,35,3025,1225,166375,42875
4/4/20,18,1178.79,56,35,3136,1225,175616,42875
4/4/20,19,1205.14,53,37,2809,1369,148877,50653
4/4/20,20,1223.49,50,37,2500,1369,125000,50653
4/4/20,21,1180.37,48,37,2304,1369,110592,50653
4/4/20,22,1103.79,46,35,2116,1225,97336,42875
4/4/20,23,1025.75,44,35,1936,1225,85184,42875
4/4/20,24,955.74,43,35,1849,1225,79507,42875
4/5/20,1,903.68,40,35,1600,1225,64000,42875
4/5/20,2,869.64,40,36,1600,1296,64000,46656
4/5/20,3,852.9,41,36,1681,1296,68921,46656
4/5/20,4,850.17,40,35,1600,1225,64000,42875
4/5/20,5,859.05,39,35,1521,1225,59319,42875
4/5/20,6,888.1,37,34,1369,1156,50653,39304
4/5/20,7,927.99,35,32,1225,1024,42875,32768
4/5/20,8,982.58,34,31,1156,961,39304,29791
4/5/20,9,1056.82,40,35,1600,1225,64000,42875
4/5/20,10,1115.49,43,35,1849,1225,79507,42875
4/5/20,11,1149.45,46,35,2116,1225,97336,42875
4/5/20,12,1158.54,47,35,2209,1225,103823,42875
4/5/20,13,1141.57,48,36,2304,1296,110592,46656
4/5/20,14,1120.6,53,37,2809,1369,148877,50653
4/5/20,15,1110.81,55,37,3025,1369,166375,50653
4/5/20,16,1126.86,57,38,3249,1444,185193,54872
4/5/20,17,1186.1,55,37,3025,1369,166375,50653
4/5/20,18,1261.74,54,39,2916,1521,157464,59319
4/5/20,19,1259.37,53,42,2809,1764,148877,74088
4/5/20,20,1231.94,52,43,2704,1849,140608,79507
4/5/20,21,1173.6,50,43,2500,1849,125000,79507
4/5/20,22,1088.49,50,42,2500,1764,125000,74088
4/5/20,23,1005.77,50,42,2500,1764,125000,74088
4/5/20,24,934.91,42,39,1764,1521,74088,59319
4/6/20,1,888.59,44,41,1936,1681,85184,68921
4/6/20,2,863.73,46,39,2116,1521,97336,59319
4/6/20,3,857,45,37,2025,1369,91125,50653
4/6/20,4,863.9,44,35,1936,1225,85184,42875
4/6/20,5,897.44,43,34,1849,1156,79507,39304
4/6/20,6,982.31,41,31,1681,961,68921,29791
4/6/20,7,1097.29,39,30,1521,900,59319,27000
4/6/20,8,1186.05,38,28,1444,784,54872,21952
4/6/20,9,1226.66,43,30,1849,900,79507,27000
4/6/20,10,1226.15,45,28,2025,784,91125,21952
4/6/20,11,1220.77,49,26,2401,676,117649,17576
4/6/20,12,1213.75,51,24,2601,576,132651,13824
4/6/20,13,1204.32,53,22,2809,484,148877,10648
4/6/20,14,1181.71,56,14,3136,196,175616,2744
4/6/20,15,1151.64,58,17,3364,289,195112,4913
4/6/20,16,1139.76,58,10,3364,100,195112,1000
4/6/20,17,1163.2,59,15,3481,225,205379,3375
4/6/20,18,1227.81,58,7,3364,49,195112,343
4/6/20,19,1256.11,57,8,3249,64,185193,512
4/6/20,20,1270.86,55,14,3025,196,166375,2744
4/6/20,21,1235.95,51,17,2601,289,132651,4913
4/6/20,22,1144.33,41,26,1681,676,68921,17576
4/6/20,23,1052.49,40,23,1600,529,64000,12167
4/6/20,24,974.61,36,24,1296,576,46656,13824
4/7/20,1,921.74,34,24,1156,576,39304,13824
4/7/20,2,893.59,34,25,1156,625,39304,15625
4/7/20,3,883.3,33,25,1089,625,35937,15625
4/7/20,4,892.48,31,25,961,625,29791,15625
4/7/20,5,926.94,29,23,841,529,24389,12167
4/7/20,6,1010.35,29,23,841,529,24389,12167
4/7/20,7,1115.98,28,23,784,529,21952,12167
4/7/20,8,1200.81,28,24,784,576,21952,13824
4/7/20,9,1229.19,35,26,1225,676,42875,17576
4/7/20,10,1220.75,43,26,1849,676,79507,17576
4/7/20,11,1212.21,51,22,2601,484,132651,10648
4/7/20,12,1206.05,54,19,2916,361,157464,6859
4/7/20,13,1198.31,56,16,3136,256,175616,4096
4/7/20,14,1176.6,58,15,3364,225,195112,3375
4/7/20,15,1153.11,59,17,3481,289,205379,4913
4/7/20,16,1144.32,59,13,3481,169,205379,2197
4/7/20,17,1172.9,60,14,3600,196,216000,2744
4/7/20,18,1228.84,59,15,3481,225,205379,3375
4/7/20,19,1246.58,60,16,3600,256,216000,4096
4/7/20,20,1262.57,57,18,3249,324,185193,5832
4/7/20,21,1224.24,52,19,2704,361,140608,6859
4/7/20,22,1134.41,44,23,1936,529,85184,12167
4/7/20,23,1044.37,42,24,1764,576,74088,13824
4/7/20,24,966.92,38,28,1444,784,54872,21952
4/8/20,1,916.48,39,25,1521,625,59319,15625
4/8/20,2,887.81,36,25,1296,625,46656,15625
4/8/20,3,876.52,37,28,1369,784,50653,21952
4/8/20,4,873.28,37,28,1369,784,50653,21952
4/8/20,5,903.1,39,27,1521,729,59319,19683
4/8/20,6,978.48,38,29,1444,841,54872,24389
4/8/20,7,1087.85,39,28,1521,784,59319,21952
4/8/20,8,1193.77,39,28,1521,784,59319,21952
4/8/20,9,1263.08,41,28,1681,784,68921,21952
4/8/20,10,1286.68,42,28,1764,784,74088,21952
4/8/20,11,1275.51,45,29,2025,841,91125,24389
4/8/20,12,1255.43,49,27,2401,729,117649,19683
4/8/20,13,1237.99,52,26,2704,676,140608,17576
4/8/20,14,1221.64,53,24,2809,576,148877,13824
4/8/20,15,1199.99,55,23,3025,529,166375,12167
4/8/20,16,1176,54,21,2916,441,157464,9261
4/8/20,17,1189.97,56,19,3136,361,175616,6859
4/8/20,18,1240.45,56,20,3136,400,175616,8000
4/8/20,19,1256.75,57,14,3249,196,185193,2744
4/8/20,20,1265.53,54,16,2916,256,157464,4096
4/8/20,21,1229.1,54,18,2916,324,157464,5832
4/8/20,22,1138.33,48,28,2304,784,110592,21952
4/8/20,23,1050.89,46,28,2116,784,97336,21952
4/8/20,24,976.51,45,29,2025,841,91125,24389
4/9/20,1,925.18,41,27,1681,729,68921,19683
4/9/20,2,895.02,36,26,1296,676,46656,17576
4/9/20,3,885.22,37,27,1369,729,50653,19683
4/9/20,4,889.43,35,26,1225,676,42875,17576
4/9/20,5,918.59,33,27,1089,729,35937,19683
4/9/20,6,998.28,33,28,1089,784,35937,21952
4/9/20,7,1104.09,33,29,1089,841,35937,24389
4/9/20,8,1205.91,33,30,1089,900,35937,27000
4/9/20,9,1279.39,36,32,1296,1024,46656,32768
4/9/20,10,1309.34,40,34,1600,1156,64000,39304
4/9/20,11,1344.58,41,36,1681,1296,68921,46656
4/9/20,12,1391.27,42,39,1764,1521,74088,59319
4/9/20,13,1413.24,44,41,1936,1681,85184,68921
4/9/20,14,1406.98,45,42,2025,1764,91125,74088
4/9/20,15,1392.27,45,41,2025,1681,91125,68921
4/9/20,16,1373.29,44,42,1936,1764,85184,74088
4/9/20,17,1375.07,44,41,1936,1681,85184,68921
4/9/20,18,1411.13,43,40,1849,1600,79507,64000
4/9/20,19,1389.53,42,39,1764,1521,74088,59319
4/9/20,20,1354.51,39,36,1521,1296,59319,46656
4/9/20,21,1295.02,35,32,1225,1024,42875,32768
4/9/20,22,1202.24,36,33,1296,1089,46656,35937
4/9/20,23,1106.38,37,33,1369,1089,50653,35937
4/9/20,24,1020.86,37,33,1369,1089,50653,35937
4/10/20,1,967.54,37,33,1369,1089,50653,35937
4/10/20,2,938.06,36,33,1296,1089,46656,35937
4/10/20,3,925.23,35,32,1225,1024,42875,32768
4/10/20,4,927.35,35,27,1225,729,42875,19683
4/10/20,5,954.52,34,26,1156,676,39304,17576
4/10/20,6,1023.03,34,26,1156,676,39304,17576
4/10/20,7,1116.18,34,25,1156,625,39304,15625
4/10/20,8,1196.59,36,25,1296,625,46656,15625
4/10/20,9,1240.54,38,26,1444,676,54872,17576
4/10/20,10,1254.48,41,26,1681,676,68921,17576
4/10/20,11,1268.98,42,25,1764,625,74088,15625
4/10/20,12,1278.39,45,25,2025,625,91125,15625
4/10/20,13,1278.21,45,23,2025,529,91125,12167
4/10/20,14,1266.21,45,24,2025,576,91125,13824
4/10/20,15,1249.58,46,25,2116,625,97336,15625
4/10/20,16,1241.41,42,31,1764,961,74088,29791
4/10/20,17,1258.16,42,30,1764,900,74088,27000
4/10/20,18,1304.81,39,32,1521,1024,59319,32768
4/10/20,19,1309.45,38,31,1444,961,54872,29791
4/10/20,20,1297.37,40,27,1600,729,64000,19683
4/10/20,21,1253.6,39,27,1521,729,59319,19683
4/10/20,22,1173.51,38,27,1444,729,54872,19683
4/10/20,23,1084.51,37,26,1369,676,50653,17576
4/10/20,24,1006.54,36,26,1296,676,46656,17576
4/11/20,1,952.06,35,26,1225,676,42875,17576
4/11/20,2,921.06,37,27,1369,729,50653,19683
4/11/20,3,905.29,38,27,1444,729,54872,19683
4/11/20,4,898.58,38,27,1444,729,54872,19683
4/11/20,5,908.19,37,26,1369,676,50653,17576
4/11/20,6,943.49,37,26,1369,676,50653,17576
4/11/20,7,993.63,36,26,1296,676,46656,17576
4/11/20,8,1048.68,36,22,1296,484,46656,10648
4/11/20,9,1108.8,37,21,1369,441,50653,9261
4/11/20,10,1143.91,37,20,1369,400,50653,8000
4/11/20,11,1158.52,41,19,1681,361,68921,6859
4/11/20,12,1159.62,43,19,1849,361,79507,6859
4/11/20,13,1145.13,42,17,1764,289,74088,4913
4/11/20,14,1119.37,43,17,1849,289,79507,4913
4/11/20,15,1089.95,47,16,2209,256,103823,4096
4/11/20,16,1077.16,49,16,2401,256,117649,4096
4/11/20,17,1111.74,48,14,2304,196,110592,2744
4/11/20,18,1175.41,49,14,2401,196,117649,2744
4/11/20,19,1208.14,48,14,2304,196,110592,2744
4/11/20,20,1224.15,45,15,2025,225,91125,3375
4/11/20,21,1204.49,43,16,1849,256,79507,4096
4/11/20,22,1131.2,42,17,1764,289,74088,4913
4/11/20,23,1055.53,40,18,1600,324,64000,5832
4/11/20,24,984.92,40,19,1600,361,64000,6859
4/12/20,1,927.87,31,20,961,400,29791,8000
4/12/20,2,898.53,32,20,1024,400,32768,8000
4/12/20,3,884.13,27,21,729,441,19683,9261
4/12/20,4,883.84,27,19,729,361,19683,6859
4/12/20,5,894.84,26,20,676,400,17576,8000
4/12/20,6,924.6,24,20,576,400,13824,8000
4/12/20,7,963.52,25,19,625,361,15625,6859
4/12/20,8,1015.01,25,21,625,441,15625,9261
4/12/20,9,1063.71,32,24,1024,576,32768,13824
4/12/20,10,1093.88,40,22,1600,484,64000,10648
4/12/20,11,1094.73,46,23,2116,529,97336,12167
4/12/20,12,1091.4,52,24,2704,576,140608,13824
4/12/20,13,1087.53,55,24,3025,576,166375,13824
4/12/20,14,1072.26,56,23,3136,529,175616,12167
4/12/20,15,1069.51,57,24,3249,576,185193,13824
4/12/20,16,1096.69,59,23,3481,529,205379,12167
4/12/20,17,1130.67,56,24,3136,576,175616,13824
4/12/20,18,1155.82,57,25,3249,625,185193,15625
4/12/20,19,1140.38,58,25,3364,625,195112,15625
4/12/20,20,1145.74,57,26,3249,676,185193,17576
4/12/20,21,1124.47,54,27,2916,729,157464,19683
4/12/20,22,1050.96,53,29,2809,841,148877,24389
4/12/20,23,974.38,50,29,2500,841,125000,24389
4/12/20,24,905.81,50,33,2500,1089,125000,35937
4/13/20,1,861.03,49,36,2401,1296,117649,46656
4/13/20,2,834.67,49,38,2401,1444,117649,54872
4/13/20,3,823.56,48,39,2304,1521,110592,59319
4/13/20,4,825.9,49,41,2401,1681,117649,68921
4/13/20,5,854.88,50,43,2500,1849,125000,79507
4/13/20,6,933.1,50,43,2500,1849,125000,79507
4/13/20,7,1044.3,49,46,2401,2116,117649,97336
4/13/20,8,1158.57,50,48,2500,2304,125000,110592
4/13/20,9,1247.49,53,50,2809,2500,148877,125000
4/13/20,10,1303.73,54,52,2916,2704,157464,140608
4/13/20,11,1348.92,55,53,3025,2809,166375,148877
4/13/20,12,1375.04,56,53,3136,2809,175616,148877
4/13/20,13,1384.17,57,54,3249,2916,185193,157464
4/13/20,14,1363.45,57,54,3249,2916,185193,157464
4/13/20,15,1328.11,59,54,3481,2916,205379,157464
4/13/20,16,1311.38,59,55,3481,3025,205379,166375
4/13/20,17,1322.13,58,56,3364,3136,195112,175616
4/13/20,18,1356.93,59,56,3481,3136,205379,175616
4/13/20,19,1325.49,59,56,3481,3136,205379,175616
4/13/20,20,1289.39,60,57,3600,3249,216000,185193
4/13/20,21,1222.64,59,57,3481,3249,205379,185193
4/13/20,22,1131.12,59,56,3481,3136,205379,175616
4/13/20,23,1039.66,59,55,3481,3025,205379,166375
4/13/20,24,956.95,59,51,3481,2601,205379,132651
4/14/20,1,901.58,55,44,3025,1936,166375,85184
4/14/20,2,873.77,51,36,2601,1296,132651,46656
4/14/20,3,861.36,49,33,2401,1089,117649,35937
4/14/20,4,864.97,47,30,2209,900,103823,27000
4/14/20,5,897.42,46,29,2116,841,97336,24389
4/14/20,6,976.13,44,29,1936,841,85184,24389
4/14/20,7,1077.7,42,25,1764,625,74088,15625
